prob_cancel,actual,risk_segment,recommended_action
0.47645912,0,✅ Safe,Tidak ada tindakan
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7849435,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5744965,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.26020232,0,✅ Safe,Tidak ada tindakan
0.26477522,0,✅ Safe,Tidak ada tindakan
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.60452175,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58173776,0,⚠️ Low Risk,Kirim reminder email
0.63607186,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5702972,1,⚠️ Low Risk,Kirim reminder email
0.6348074,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7465893,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7849435,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5687113,0,⚠️ Low Risk,Kirim reminder email
0.5265957,0,⚠️ Low Risk,Kirim reminder email
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.873332,1,⚠️ High Risk,Minta deposit 100%
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.5306277,0,⚠️ Low Risk,Kirim reminder email
0.27333337,0,✅ Safe,Tidak ada tindakan
0.79073507,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5608163,1,⚠️ Low Risk,Kirim reminder email
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.747866,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7524537,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87476665,1,⚠️ High Risk,Minta deposit 100%
0.33146948,0,✅ Safe,Tidak ada tindakan
0.57888675,0,⚠️ Low Risk,Kirim reminder email
0.24684191,0,✅ Safe,Tidak ada tindakan
0.7011804,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.255386,0,✅ Safe,Tidak ada tindakan
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.37371072,0,✅ Safe,Tidak ada tindakan
0.79073507,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.55949706,0,⚠️ Low Risk,Kirim reminder email
0.5608163,1,⚠️ Low Risk,Kirim reminder email
0.87487376,1,⚠️ High Risk,Minta deposit 100%
0.67418873,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6562885,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.26066673,0,✅ Safe,Tidak ada tindakan
0.29806882,0,✅ Safe,Tidak ada tindakan
0.43309307,0,✅ Safe,Tidak ada tindakan
0.27268463,0,✅ Safe,Tidak ada tindakan
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6904844,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26066673,0,✅ Safe,Tidak ada tindakan
0.26142526,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.2991155,0,✅ Safe,Tidak ada tindakan
0.77570236,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7574962,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58159065,1,⚠️ Low Risk,Kirim reminder email
0.55170417,0,⚠️ Low Risk,Kirim reminder email
0.2852827,0,✅ Safe,Tidak ada tindakan
0.8708801,1,⚠️ High Risk,Minta deposit 100%
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.56901413,0,⚠️ Low Risk,Kirim reminder email
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.38473496,0,✅ Safe,Tidak ada tindakan
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.807287,0,⚠️ High Risk,Minta deposit 100%
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26193058,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.26264966,0,✅ Safe,Tidak ada tindakan
0.5492509,0,⚠️ Low Risk,Kirim reminder email
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.31756818,0,✅ Safe,Tidak ada tindakan
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.2836158,0,✅ Safe,Tidak ada tindakan
0.7524537,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.36797163,0,✅ Safe,Tidak ada tindakan
0.7482019,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.63773096,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.29234096,0,✅ Safe,Tidak ada tindakan
0.7509111,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.56621325,0,⚠️ Low Risk,Kirim reminder email
0.31473893,0,✅ Safe,Tidak ada tindakan
0.5514957,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.4163665,0,✅ Safe,Tidak ada tindakan
0.77021986,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5105956,0,⚠️ Low Risk,Kirim reminder email
0.31358874,0,✅ Safe,Tidak ada tindakan
0.28445596,0,✅ Safe,Tidak ada tindakan
0.5455438,0,⚠️ Low Risk,Kirim reminder email
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.67998827,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2620622,0,✅ Safe,Tidak ada tindakan
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5782158,0,⚠️ Low Risk,Kirim reminder email
0.6609931,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6126919,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.77367204,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5608163,1,⚠️ Low Risk,Kirim reminder email
0.76395684,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.43937927,0,✅ Safe,Tidak ada tindakan
0.26743466,0,✅ Safe,Tidak ada tindakan
0.27248666,0,✅ Safe,Tidak ada tindakan
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.8712068,1,⚠️ High Risk,Minta deposit 100%
0.24625833,0,✅ Safe,Tidak ada tindakan
0.248971,0,✅ Safe,Tidak ada tindakan
0.31277585,0,✅ Safe,Tidak ada tindakan
0.6046919,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6637085,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67708045,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.30281955,0,✅ Safe,Tidak ada tindakan
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.50197315,0,⚠️ Low Risk,Kirim reminder email
0.873332,1,⚠️ High Risk,Minta deposit 100%
0.6046919,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5172797,0,⚠️ Low Risk,Kirim reminder email
0.60191566,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.598104,1,⚠️ Low Risk,Kirim reminder email
0.48171324,0,✅ Safe,Tidak ada tindakan
0.598104,1,⚠️ Low Risk,Kirim reminder email
0.7548784,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.61277056,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.57888675,0,⚠️ Low Risk,Kirim reminder email
0.57888675,1,⚠️ Low Risk,Kirim reminder email
0.51184595,0,⚠️ Low Risk,Kirim reminder email
0.6351823,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.43054208,0,✅ Safe,Tidak ada tindakan
0.6027613,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.61187434,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.59669024,0,⚠️ Low Risk,Kirim reminder email
0.2627189,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5702972,0,⚠️ Low Risk,Kirim reminder email
0.26310143,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.76395684,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7011804,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6500381,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7839516,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.69662213,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.39013803,0,✅ Safe,Tidak ada tindakan
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.57888675,1,⚠️ Low Risk,Kirim reminder email
0.56812,0,⚠️ Low Risk,Kirim reminder email
0.24938835,0,✅ Safe,Tidak ada tindakan
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.5118293,0,⚠️ Low Risk,Kirim reminder email
0.7907535,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7359696,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.6068588,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.747866,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.31335855,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.7482019,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73998886,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5180755,0,⚠️ Low Risk,Kirim reminder email
0.7840611,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5546251,1,⚠️ Low Risk,Kirim reminder email
0.55949706,0,⚠️ Low Risk,Kirim reminder email
0.4703321,1,✅ Safe,Tidak ada tindakan
0.6142937,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2548906,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5393674,0,⚠️ Low Risk,Kirim reminder email
0.7769644,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.64935255,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5724271,0,⚠️ Low Risk,Kirim reminder email
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.87487376,1,⚠️ High Risk,Minta deposit 100%
0.26662028,0,✅ Safe,Tidak ada tindakan
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58173776,1,⚠️ Low Risk,Kirim reminder email
0.25383458,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.6904844,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2598697,0,✅ Safe,Tidak ada tindakan
0.24615176,0,✅ Safe,Tidak ada tindakan
0.59937197,0,⚠️ Low Risk,Kirim reminder email
0.5306277,1,⚠️ Low Risk,Kirim reminder email
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25790638,0,✅ Safe,Tidak ada tindakan
0.5861217,1,⚠️ Low Risk,Kirim reminder email
0.5782158,1,⚠️ Low Risk,Kirim reminder email
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3158014,0,✅ Safe,Tidak ada tindakan
0.24938835,0,✅ Safe,Tidak ada tindakan
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3486199,0,✅ Safe,Tidak ada tindakan
0.64935255,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.60191566,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.61277056,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.86169624,1,⚠️ High Risk,Minta deposit 100%
0.53198785,0,⚠️ Low Risk,Kirim reminder email
0.6272852,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6767601,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3087656,0,✅ Safe,Tidak ada tindakan
0.5123507,1,⚠️ Low Risk,Kirim reminder email
0.7840611,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67708045,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.628368,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3870124,0,✅ Safe,Tidak ada tindakan
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.26162183,0,✅ Safe,Tidak ada tindakan
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2903397,0,✅ Safe,Tidak ada tindakan
0.2548906,0,✅ Safe,Tidak ada tindakan
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.38087946,0,✅ Safe,Tidak ada tindakan
0.76616985,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.54833263,0,⚠️ Low Risk,Kirim reminder email
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.5118293,0,⚠️ Low Risk,Kirim reminder email
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.28771475,0,✅ Safe,Tidak ada tindakan
0.3896569,1,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.27248666,0,✅ Safe,Tidak ada tindakan
0.7160115,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7061691,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24709804,0,✅ Safe,Tidak ada tindakan
0.38087946,0,✅ Safe,Tidak ada tindakan
0.4264758,0,✅ Safe,Tidak ada tindakan
0.24684191,0,✅ Safe,Tidak ada tindakan
0.67998827,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.32165018,0,✅ Safe,Tidak ada tindakan
0.6071255,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.26794738,0,✅ Safe,Tidak ada tindakan
0.5608163,1,⚠️ Low Risk,Kirim reminder email
0.3473677,0,✅ Safe,Tidak ada tindakan
0.27248666,0,✅ Safe,Tidak ada tindakan
0.46773273,0,✅ Safe,Tidak ada tindakan
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5172797,0,⚠️ Low Risk,Kirim reminder email
0.67070746,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.252017,0,✅ Safe,Tidak ada tindakan
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.25663915,0,✅ Safe,Tidak ada tindakan
0.77570236,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25383458,0,✅ Safe,Tidak ada tindakan
0.7769644,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24689904,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.29027483,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.26066673,0,✅ Safe,Tidak ada tindakan
0.25945407,0,✅ Safe,Tidak ada tindakan
0.26066673,0,✅ Safe,Tidak ada tindakan
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6348074,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.32640916,0,✅ Safe,Tidak ada tindakan
0.5265957,0,⚠️ Low Risk,Kirim reminder email
0.2603612,0,✅ Safe,Tidak ada tindakan
0.58159065,1,⚠️ Low Risk,Kirim reminder email
0.3042718,0,✅ Safe,Tidak ada tindakan
0.4987165,0,✅ Safe,Tidak ada tindakan
0.2666432,0,✅ Safe,Tidak ada tindakan
0.47395268,0,✅ Safe,Tidak ada tindakan
0.40553445,0,✅ Safe,Tidak ada tindakan
0.5861217,0,⚠️ Low Risk,Kirim reminder email
0.6028563,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.57888675,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.25887766,0,✅ Safe,Tidak ada tindakan
0.7509111,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5514957,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5687113,1,⚠️ Low Risk,Kirim reminder email
0.79330415,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.5839698,1,⚠️ Low Risk,Kirim reminder email
0.4163665,0,✅ Safe,Tidak ada tindakan
0.24709804,0,✅ Safe,Tidak ada tindakan
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.39176184,1,✅ Safe,Tidak ada tindakan
0.25266823,0,✅ Safe,Tidak ada tindakan
0.40060678,1,✅ Safe,Tidak ada tindakan
0.86907876,1,⚠️ High Risk,Minta deposit 100%
0.6286995,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.7626933,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3743501,0,✅ Safe,Tidak ada tindakan
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.87476665,1,⚠️ High Risk,Minta deposit 100%
0.30352163,0,✅ Safe,Tidak ada tindakan
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.77750075,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.28866455,0,✅ Safe,Tidak ada tindakan
0.2376357,0,✅ Safe,Tidak ada tindakan
0.5643217,0,⚠️ Low Risk,Kirim reminder email
0.27873626,0,✅ Safe,Tidak ada tindakan
0.6544055,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.79676926,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3264379,0,✅ Safe,Tidak ada tindakan
0.58384925,0,⚠️ Low Risk,Kirim reminder email
0.32080984,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.26266238,0,✅ Safe,Tidak ada tindakan
0.5853922,1,⚠️ Low Risk,Kirim reminder email
0.53372324,0,⚠️ Low Risk,Kirim reminder email
0.8736817,1,⚠️ High Risk,Minta deposit 100%
0.25790715,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.64723927,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7465893,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25992018,0,✅ Safe,Tidak ada tindakan
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5861217,0,⚠️ Low Risk,Kirim reminder email
0.58173776,0,⚠️ Low Risk,Kirim reminder email
0.25097314,0,✅ Safe,Tidak ada tindakan
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.26047635,0,✅ Safe,Tidak ada tindakan
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.26104337,0,✅ Safe,Tidak ada tindakan
0.43937927,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.68468356,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.30583915,0,✅ Safe,Tidak ada tindakan
0.37371072,0,✅ Safe,Tidak ada tindakan
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24513827,0,✅ Safe,Tidak ada tindakan
0.6162345,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.6767601,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6068588,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2666432,0,✅ Safe,Tidak ada tindakan
0.6329242,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26266238,0,✅ Safe,Tidak ada tindakan
0.61277056,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67708045,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.64646953,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67070746,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.23514184,0,✅ Safe,Tidak ada tindakan
0.7160115,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.54867727,0,⚠️ Low Risk,Kirim reminder email
0.7548784,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58361346,1,⚠️ Low Risk,Kirim reminder email
0.6050319,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7737864,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58384925,1,⚠️ Low Risk,Kirim reminder email
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.80869174,0,⚠️ High Risk,Minta deposit 100%
0.76809144,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26266238,0,✅ Safe,Tidak ada tindakan
0.40553445,0,✅ Safe,Tidak ada tindakan
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25694445,0,✅ Safe,Tidak ada tindakan
0.6351823,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.7401891,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26928803,0,✅ Safe,Tidak ada tindakan
0.28065148,0,✅ Safe,Tidak ada tindakan
0.24859424,0,✅ Safe,Tidak ada tindakan
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5265957,1,⚠️ Low Risk,Kirim reminder email
0.45723954,0,✅ Safe,Tidak ada tindakan
0.5238007,0,⚠️ Low Risk,Kirim reminder email
0.3019124,0,✅ Safe,Tidak ada tindakan
0.26020232,0,✅ Safe,Tidak ada tindakan
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.3608034,0,✅ Safe,Tidak ada tindakan
0.7163871,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7574962,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5608163,1,⚠️ Low Risk,Kirim reminder email
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.26066673,0,✅ Safe,Tidak ada tindakan
0.7574962,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6162345,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.5828199,0,⚠️ Low Risk,Kirim reminder email
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7359696,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.465883,0,✅ Safe,Tidak ada tindakan
0.26662028,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.43054208,0,✅ Safe,Tidak ada tindakan
0.26310143,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.6767601,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26142526,0,✅ Safe,Tidak ada tindakan
0.5035476,0,⚠️ Low Risk,Kirim reminder email
0.5824724,1,⚠️ Low Risk,Kirim reminder email
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.49343377,0,✅ Safe,Tidak ada tindakan
0.8039761,1,⚠️ High Risk,Minta deposit 100%
0.5570131,1,⚠️ Low Risk,Kirim reminder email
0.7574962,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5570131,0,⚠️ Low Risk,Kirim reminder email
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.25391826,0,✅ Safe,Tidak ada tindakan
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5649204,0,⚠️ Low Risk,Kirim reminder email
0.28429493,0,✅ Safe,Tidak ada tindakan
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5504585,0,⚠️ Low Risk,Kirim reminder email
